country,year,hiv_deaths,doctors_per_1000,number_of_doctors
Cote d'Ivoire,2005,50.0,0.09,90.0
Cameroon,2005,38.0,0.061,61.0
"Congo, Rep.",2005,5700.0,,
Colombia,2005,9300.0,1.43,1430.0
Comoros,2005,60.0,0.196,196.0
Costa Rica,2005,150.0,,
Cuba,2005,150.0,6.28,6280.0
Czech Republic,2005,60.0,3.54,3540.0
Germany,2005,600.0,3.45,3450.0
Djibouti,2005,600.0,0.169,169.0
Denmark,2005,60.0,3.32,3320.0
Dominican Republic,2005,4300.0,,
Algeria,2005,600.0,1.03,1030.0
Ecuador,2005,2600.0,,
Egypt,2005,300.0,,
Eritrea,2005,2200.0,0.043,43.0
Spain,2005,1700.0,3.54,3540.0
Estonia,2005,300.0,3.14,3140.0
Finland,2005,60.0,3.67,3670.0
Fiji,2005,60.0,,
France,2005,1500.0,3.48,3480.0
Gabon,2005,2300.0,,
UK,2005,350.0,2.41,2410.0
Georgia,2005,60.0,4.06,4059.9999999999995
Ghana,2005,20.0,,
Guinea,2005,6400.0,0.103,103.0
Gambia,2005,300.0,0.1,100.0
Guinea-Bissau,2005,1200.0,,
Equatorial Guinea,2005,600.0,,
Greece,2005,350.0,5.0,5000.0
Guatemala,2005,1800.0,,
Guyana,2005,600.0,,
Honduras,2005,5100.0,0.354,354.0
Croatia,2005,60.0,2.51,2510.0
Haiti,2005,11.0,,
Hungary,2005,150.0,2.79,2790.0
Indonesia,2005,2200.0,,
India,2005,200.0,,
Ireland,2005,60.0,3.56,3560.0
Iran,2005,5800.0,0.882,882.0
Iceland,2005,60.0,3.61,3610.0
Israel,2005,60.0,3.63,3630.0
Italy,2005,600.0,3.71,3710.0
Jamaica,2005,3200.0,,
Japan,2005,150.0,,
Kazakhstan,2005,600.0,3.55,3550.0
Kenya,2005,120.0,,
Kyrgyz Republic,2005,60.0,2.46,2460.0
Cambodia,2005,6200.0,,
South Korea,2005,150.0,1.64,1640.0
Lao,2005,350.0,0.268,268.0
Lebanon,2005,150.0,,
Liberia,2005,4300.0,,
Sri Lanka,2005,150.0,0.518,518.0
Lesotho,2005,19.0,,
Lithuania,2005,60.0,3.66,3660.0
Luxembourg,2005,60.0,2.56,2560.0
Latvia,2005,350.0,2.97,2970.0
Morocco,2005,600.0,,
Moldova,2005,1100.0,2.47,2470.0
Madagascar,2005,1500.0,0.176,176.0
Maldives,2005,60.0,,
Mexico,2005,6700.0,1.77,1770.0
Mali,2005,6100.0,0.062,62.0
Malta,2005,60.0,,
Myanmar,2005,16.0,0.389,389.0
Mongolia,2005,60.0,,
Mozambique,2005,71.0,,
Mauritania,2005,1000.0,,
Mauritius,2005,600.0,1.07,1070.0
Malawi,2005,77.0,,
Malaysia,2005,4900.0,0.776,776.0
Namibia,2005,13.0,,
Niger,2005,4200.0,,
Nigeria,2005,210.0,0.279,279.0
Nicaragua,2005,350.0,0.498,498.0
Netherlands,2005,150.0,2.72,2720.0
Norway,2005,60.0,3.56,3560.0
Nepal,2005,4900.0,,
New Zealand,2005,60.0,2.11,2110.0
Oman,2005,60.0,1.66,1660.0
Pakistan,2005,3300.0,0.725,725.0
Panama,2005,2000.0,1.36,1360.0
Peru,2005,6700.0,,
Philippines,2005,120.0,1.23,1230.0
Papua New Guinea,2005,2100.0,,
Poland,2005,150.0,2.12,2120.0
Portugal,2005,350.0,3.5,3500.0
Qatar,2005,60.0,2.53,2530.0
Romania,2005,350.0,2.25,2250.0
Rwanda,2005,20.0,0.024,24.0
Sudan,2005,6300.0,,
Senegal,2005,1800.0,,
Singapore,2005,60.0,1.55,1550.0
Sierra Leone,2005,2000.0,,
El Salvador,2005,600.0,1.72,1720.0
Somalia,2005,3100.0,,
Serbia,2005,150.0,2.65,2650.0
South Sudan,2005,,,
Sao Tome and Principe,2005,60.0,,
Suriname,2005,600.0,,
Slovak Republic,2005,60.0,3.04,3040.0
Slovenia,2005,60.0,2.34,2340.0
Sweden,2005,60.0,3.45,3450.0
Eswatini,2005,9900.0,,
Chad,2005,13.0,,
Togo,2005,7900.0,,
Thailand,2005,21.0,,
Tajikistan,2005,300.0,1.92,1920.0
Trinidad and Tobago,2005,600.0,,
Tunisia,2005,60.0,0.907,907.0
Turkey,2005,120.0,1.47,1470.0
Tanzania,2005,130.0,,
Uganda,2005,82.0,0.12,120.0
Ukraine,2005,20.0,3.02,3020.0
Uruguay,2005,600.0,,
USA,2005,20.0,,
Uzbekistan,2005,120.0,2.65,2650.0
Venezuela,2005,2700.0,,
Vietnam,2005,11.0,0.619,619.0
Yemen,2005,600.0,,
South Africa,2005,370.0,,
Zambia,2005,65.0,0.056,56.0
Zimbabwe,2005,150.0,0.124,124.0
Afghanistan,2006,350.0,0.166,166.0
Angola,2006,13.0,,
Argentina,2006,3200.0,,
Armenia,2006,350.0,2.53,2530.0
Australia,2006,150.0,2.84,2840.0
Austria,2006,60.0,4.48,4480.0
Azerbaijan,2006,350.0,3.51,3510.0
Burundi,2006,15.0,,
Belgium,2006,60.0,2.88,2880.0
Benin,2006,3500.0,,
Burkina Faso,2006,10.0,,
Bangladesh,2006,120.0,0.313,313.0
Bulgaria,2006,150.0,3.62,3620.0
Bahamas,2006,350.0,,
Belarus,2006,300.0,,
Belize,2006,350.0,,
Bolivia,2006,2100.0,,
Brazil,2006,12.0,,
Barbados,2006,60.0,,
Bhutan,2006,60.0,,
Botswana,2006,10.0,0.306,306.0
Central African Republic,2006,15.0,,
Canada,2006,350.0,1.91,1910.0
Switzerland,2006,60.0,3.79,3790.0
China,2006,,1.28,1280.0
Cote d'Ivoire,2006,47.0,,
Cameroon,2006,39.0,,
"Congo, Rep.",2006,5100.0,0.205,205.0
Colombia,2006,9900.0,1.47,1470.0
Comoros,2006,60.0,,
Costa Rica,2006,150.0,2.03,2029.9999999999998
Cuba,2006,150.0,6.35,6350.0
Czech Republic,2006,60.0,3.55,3550.0
Germany,2006,600.0,3.49,3490.0
Djibouti,2006,600.0,0.218,218.0
Denmark,2006,60.0,3.41,3410.0
Dominican Republic,2006,3900.0,,
Algeria,2006,600.0,,
Ecuador,2006,2600.0,,
Egypt,2006,300.0,,
Eritrea,2006,2000.0,0.047,47.0
Spain,2006,1700.0,3.62,3620.0
Estonia,2006,300.0,3.18,3180.0
Finland,2006,60.0,3.69,3690.0
Fiji,2006,60.0,,
France,2006,1200.0,3.47,3470.0
Gabon,2006,2300.0,,
UK,2006,350.0,2.46,2460.0
Georgia,2006,60.0,4.12,4120.0
Ghana,2006,20.0,,
Guinea,2006,5900.0,,
Gambia,2006,300.0,0.102,102.0
Guinea-Bissau,2006,1300.0,,
Equatorial Guinea,2006,600.0,,
Greece,2006,350.0,5.37,5370.0
Guatemala,2006,2100.0,,
Guyana,2006,350.0,,
Honduras,2006,4600.0,,
Croatia,2006,60.0,2.55,2550.0
Haiti,2006,10.0,,
Hungary,2006,150.0,3.04,3040.0
Indonesia,2006,3300.0,,
India,2006,200.0,,
Ireland,2006,60.0,3.66,3660.0
Iran,2006,6400.0,0.531,531.0
Iceland,2006,60.0,3.6,3600.0
Israel,2006,60.0,3.6,3600.0
Italy,2006,600.0,3.71,3710.0
Jamaica,2006,2800.0,,
Japan,2006,150.0,2.08,2080.0
Kazakhstan,2006,600.0,3.63,3630.0
Kenya,2006,110.0,,
Kyrgyz Republic,2006,60.0,2.39,2390.0
Cambodia,2006,4800.0,,
South Korea,2006,150.0,1.7,1700.0
Lao,2006,350.0,,
Lebanon,2006,150.0,2.49,2490.0
Liberia,2006,4200.0,,
Sri Lanka,2006,150.0,0.517,517.0
Lesotho,2006,18.0,,
Lithuania,2006,60.0,3.73,3730.0
Luxembourg,2006,60.0,2.58,2580.0
Latvia,2006,350.0,3.05,3050.0
Morocco,2006,1000.0,,
Moldova,2006,1100.0,2.5,2500.0
Madagascar,2006,1600.0,0.166,166.0
Maldives,2006,60.0,,
Mexico,2006,6600.0,1.89,1890.0
Mali,2006,5200.0,0.058,58.0
Malta,2006,60.0,,
Myanmar,2006,17.0,0.426,426.0
Mongolia,2006,60.0,,
Mozambique,2006,74.0,0.026,26.0
Mauritania,2006,1100.0,,
Mauritius,2006,600.0,1.11,1110.0
Malawi,2006,75.0,,
Malaysia,2006,5200.0,0.828,828.0
Namibia,2006,12.0,,
Niger,2006,4300.0,,
Nigeria,2006,220.0,0.344,344.0
Nicaragua,2006,350.0,0.491,491.0
Netherlands,2006,150.0,2.8,2800.0
Norway,2006,60.0,3.73,3730.0
Nepal,2006,4900.0,,
New Zealand,2006,60.0,2.27,2270.0
Oman,2006,60.0,1.79,1790.0
Pakistan,2006,4000.0,,
Panama,2006,1900.0,1.36,1360.0
Peru,2006,6300.0,,
Philippines,2006,120.0,1.24,1240.0
Papua New Guinea,2006,2100.0,,
Poland,2006,150.0,2.16,2160.0
Portugal,2006,350.0,3.56,3560.0
Qatar,2006,60.0,2.28,2280.0
Romania,2006,350.0,2.25,2250.0
Rwanda,2006,16.0,,
Sudan,2006,6200.0,0.365,365.0
Senegal,2006,1600.0,,
Singapore,2006,60.0,1.54,1540.0
Sierra Leone,2006,2200.0,,
El Salvador,2006,350.0,,
Somalia,2006,3100.0,0.028,28.0
Serbia,2006,150.0,2.68,2680.0
South Sudan,2006,,,
Sao Tome and Principe,2006,60.0,,
Suriname,2006,600.0,,
Slovak Republic,2006,60.0,3.17,3170.0
Slovenia,2006,60.0,2.35,2350.0
Sweden,2006,60.0,3.53,3530.0
Eswatini,2006,9800.0,,
Chad,2006,13.0,0.036,36.0
Togo,2006,8000.0,,
Thailand,2006,21.0,0.285,285.0
Tajikistan,2006,300.0,1.88,1880.0
Trinidad and Tobago,2006,600.0,1.16,1160.0
Tunisia,2006,60.0,,
Turkey,2006,60.0,1.5,1500.0
Tanzania,2006,130.0,,
Uganda,2006,74.0,,
Ukraine,2006,21.0,3.08,3080.0
Uruguay,2006,600.0,,
USA,2006,20.0,,
Uzbekistan,2006,120.0,2.64,2640.0
Venezuela,2006,2700.0,,
Vietnam,2006,13.0,0.629,629.0
Yemen,2006,1100.0,,
South Africa,2006,390.0,,
Zambia,2006,60.0,0.054,54.0
Zimbabwe,2006,140.0,,
Afghanistan,2007,350.0,0.182,182.0
Angola,2007,13.0,,
Argentina,2007,3200.0,,
Armenia,2007,350.0,2.61,2610.0
Australia,2007,150.0,3.01,3010.0
Austria,2007,60.0,4.56,4560.0
Azerbaijan,2007,350.0,3.65,3650.0
Burundi,2007,15.0,,
Belgium,2007,60.0,2.9,2900.0
Benin,2007,3200.0,,
Burkina Faso,2007,9300.0,,
Bangladesh,2007,120.0,0.326,326.0
Bulgaria,2007,150.0,3.61,3610.0
Bahamas,2007,350.0,,
Belarus,2007,600.0,,
Belize,2007,350.0,,
Bolivia,2007,2100.0,0.326,326.0
Brazil,2007,14.0,,
Barbados,2007,60.0,,
Bhutan,2007,60.0,0.211,211.0
Botswana,2007,9200.0,0.36,360.0
Central African Republic,2007,14.0,,
Canada,2007,350.0,,
Switzerland,2007,60.0,3.79,3790.0
China,2007,,1.3,1300.0
Cote d'Ivoire,2007,45.0,,
Cameroon,2007,38.0,0.072,72.0
"Congo, Rep.",2007,4800.0,0.101,101.0
Colombia,2007,9200.0,1.51,1510.0
Comoros,2007,60.0,,
Costa Rica,2007,350.0,2.07,2070.0
Cuba,2007,350.0,6.43,6430.0
Czech Republic,2007,60.0,3.56,3560.0
Germany,2007,600.0,3.53,3530.0
Djibouti,2007,600.0,,
Denmark,2007,60.0,3.45,3450.0
Dominican Republic,2007,3400.0,,
Algeria,2007,600.0,1.2,1200.0
Ecuador,2007,2600.0,,
Egypt,2007,300.0,,
Eritrea,2007,1800.0,0.042,42.0
Spain,2007,1600.0,3.56,3560.0
Estonia,2007,300.0,3.26,3260.0
Finland,2007,60.0,3.73,3730.0
Fiji,2007,60.0,,
France,2007,1200.0,3.45,3450.0
Gabon,2007,2500.0,,
UK,2007,350.0,2.49,2490.0
Georgia,2007,60.0,4.16,4160.0
Ghana,2007,20.0,0.07,70.0
Guinea,2007,5200.0,,
Gambia,2007,600.0,0.09,90.0
Guinea-Bissau,2007,1300.0,,
Equatorial Guinea,2007,600.0,,
Greece,2007,350.0,5.61,5610.0
Guatemala,2007,2000.0,,
Guyana,2007,350.0,,
Honduras,2007,4200.0,,
Croatia,2007,60.0,2.68,2680.0
Haiti,2007,8700.0,,
Hungary,2007,150.0,2.81,2810.0
Indonesia,2007,4900.0,,
India,2007,190.0,,
Ireland,2007,60.0,3.87,3870.0
Iran,2007,6900.0,,
Iceland,2007,60.0,3.61,3610.0
Israel,2007,60.0,3.56,3560.0
Italy,2007,600.0,3.77,3770.0
Jamaica,2007,2600.0,,
Japan,2007,150.0,,
Kazakhstan,2007,1000.0,3.58,3580.0
Kenya,2007,99.0,,
Kyrgyz Republic,2007,150.0,2.31,2310.0
Cambodia,2007,3000.0,,
South Korea,2007,150.0,1.75,1750.0
Lao,2007,350.0,,
Lebanon,2007,150.0,2.33,2330.0
Liberia,2007,4000.0,,
Sri Lanka,2007,350.0,0.549,549.0
Lesotho,2007,16.0,,
Lithuania,2007,60.0,3.83,3830.0
Luxembourg,2007,60.0,2.69,2690.0
Latvia,2007,350.0,3.18,3180.0
Morocco,2007,1100.0,0.585,585.0
Moldova,2007,1100.0,2.54,2540.0
Madagascar,2007,1600.0,0.177,177.0
Maldives,2007,60.0,1.7,1700.0
Mexico,2007,6100.0,1.94,1940.0
Mali,2007,4700.0,0.061,61.0
Malta,2007,60.0,,
Myanmar,2007,17.0,0.45,450.0
Mongolia,2007,60.0,,
Mozambique,2007,74.0,,
Mauritania,2007,1100.0,,
Mauritius,2007,600.0,1.12,1120.0
Malawi,2007,68.0,,
Malaysia,2007,5400.0,0.876,876.0
Namibia,2007,10.0,0.385,385.0
Niger,2007,4300.0,,
Nigeria,2007,220.0,0.373,373.0
Nicaragua,2007,150.0,0.525,525.0
Netherlands,2007,150.0,2.79,2790.0
Norway,2007,60.0,3.84,3840.0
Nepal,2007,4900.0,,
New Zealand,2007,60.0,2.3,2300.0
Oman,2007,60.0,1.88,1880.0
Pakistan,2007,4600.0,0.703,703.0
Panama,2007,1800.0,1.31,1310.0
Peru,2007,5800.0,1.65,1650.0
Philippines,2007,120.0,1.24,1240.0
Papua New Guinea,2007,2000.0,,
Poland,2007,150.0,2.17,2170.0
Portugal,2007,350.0,3.65,3650.0
Qatar,2007,60.0,,
Romania,2007,350.0,2.32,2320.0
Rwanda,2007,12.0,,
Sudan,2007,6000.0,0.364,364.0
Senegal,2007,1700.0,,
Singapore,2007,60.0,1.58,1580.0
Sierra Leone,2007,2500.0,,
El Salvador,2007,350.0,,
Somalia,2007,3100.0,,
Serbia,2007,150.0,2.75,2750.0
South Sudan,2007,,,
Sao Tome and Principe,2007,60.0,,
Suriname,2007,600.0,,
Slovak Republic,2007,60.0,3.39,3390.0
Slovenia,2007,60.0,2.38,2380.0
Sweden,2007,60.0,3.62,3620.0
Eswatini,2007,9200.0,,
Chad,2007,13.0,,
Togo,2007,8400.0,0.048,48.0
Thailand,2007,25.0,0.293,293.0
Tajikistan,2007,300.0,1.86,1860.0
Trinidad and Tobago,2007,600.0,1.11,1110.0
Tunisia,2007,60.0,0.998,998.0
Turkey,2007,60.0,1.54,1540.0
Tanzania,2007,120.0,,
Uganda,2007,74.0,,
Ukraine,2007,23.0,3.09,3090.0
Uruguay,2007,600.0,,
USA,2007,20.0,,
Uzbekistan,2007,300.0,2.62,2620.0
Venezuela,2007,2800.0,,
Vietnam,2007,13.0,0.647,647.0
Yemen,2007,1200.0,,
South Africa,2007,390.0,,
Zambia,2007,49.0,,
Zimbabwe,2007,130.0,0.0544,54.4
Afghanistan,2008,350.0,0.183,183.0
Angola,2008,12.0,,
Argentina,2008,3000.0,,
Armenia,2008,350.0,2.67,2670.0
Australia,2008,150.0,3.02,3020.0
Austria,2008,60.0,4.63,4630.0
Azerbaijan,2008,350.0,3.61,3610.0
Burundi,2008,15.0,,
Belgium,2008,60.0,2.92,2920.0
Benin,2008,3100.0,0.061,61.0
Burkina Faso,2008,8300.0,0.031,31.0
Bangladesh,2008,120.0,0.339,339.0
Bulgaria,2008,150.0,3.58,3580.0
Bahamas,2008,350.0,2.61,2610.0
Belarus,2008,600.0,,
Belize,2008,350.0,,
Bolivia,2008,2000.0,,
Brazil,2008,14.0,,
Barbados,2008,60.0,,
Bhutan,2008,60.0,0.248,248.0
Botswana,2008,7900.0,0.357,357.0
Central African Republic,2008,12.0,0.0405,40.5
Canada,2008,600.0,1.96,1960.0
Switzerland,2008,60.0,3.82,3820.0
China,2008,,1.35,1350.0
Cote d'Ivoire,2008,41.0,0.136,136.0
Cameroon,2008,37.0,,
"Congo, Rep.",2008,5000.0,,
Colombia,2008,9800.0,1.56,1560.0
Comoros,2008,60.0,,
Costa Rica,2008,350.0,2.14,2140.0
Cuba,2008,150.0,6.61,6610.0
Czech Republic,2008,60.0,3.56,3560.0
Germany,2008,600.0,3.58,3580.0
Djibouti,2008,1000.0,,
Denmark,2008,60.0,3.57,3570.0
Dominican Republic,2008,2700.0,1.09,1090.0
Algeria,2008,600.0,,
Ecuador,2008,2500.0,,
Egypt,2008,300.0,,
Eritrea,2008,1700.0,0.042,42.0
Spain,2008,1600.0,3.54,3540.0
Estonia,2008,300.0,3.34,3340.0
Finland,2008,60.0,3.74,3740.0
Fiji,2008,60.0,0.376,376.0
France,2008,1200.0,3.44,3440.0
Gabon,2008,2500.0,0.0968,96.8
UK,2008,350.0,2.57,2570.0
Georgia,2008,60.0,4.27,4270.0
Ghana,2008,19.0,0.076,76.0
Guinea,2008,5000.0,,
Gambia,2008,600.0,0.096,96.0
Guinea-Bissau,2008,1200.0,0.052,52.0
Equatorial Guinea,2008,600.0,,
Greece,2008,350.0,5.71,5710.0
Guatemala,2008,1800.0,,
Guyana,2008,350.0,,
Honduras,2008,3700.0,,
Croatia,2008,60.0,2.69,2690.0
Haiti,2008,7600.0,,
Hungary,2008,150.0,3.1,3100.0
Indonesia,2008,7100.0,,
India,2008,190.0,,
Ireland,2008,60.0,3.98,3980.0
Iran,2008,7300.0,,
Iceland,2008,60.0,3.64,3640.0
Israel,2008,60.0,3.52,3520.0
Italy,2008,600.0,3.76,3760.0
Jamaica,2008,2400.0,0.407,407.0
Japan,2008,150.0,2.15,2150.0
Kazakhstan,2008,1100.0,3.64,3640.0
Kenya,2008,91.0,0.169,169.0
Kyrgyz Republic,2008,150.0,2.31,2310.0
Cambodia,2008,2300.0,0.243,243.0
South Korea,2008,350.0,1.87,1870.0
Lao,2008,350.0,,
Lebanon,2008,150.0,,
Liberia,2008,3900.0,0.014,14.0
Sri Lanka,2008,350.0,0.615,615.0
Lesotho,2008,14.0,,
Lithuania,2008,60.0,3.85,3850.0
Luxembourg,2008,60.0,2.72,2720.0
Latvia,2008,350.0,3.27,3270.0
Morocco,2008,1200.0,,
Moldova,2008,1100.0,2.54,2540.0
Madagascar,2008,1700.0,0.181,181.0
Maldives,2008,60.0,,
Mexico,2008,5600.0,1.97,1970.0
Mali,2008,4700.0,0.064,64.0
Malta,2008,60.0,3.32,3320.0
Myanmar,2008,17.0,0.487,487.0
Mongolia,2008,60.0,2.88,2880.0
Mozambique,2008,73.0,,
Mauritania,2008,1100.0,,
Mauritius,2008,600.0,1.14,1140.0
Malawi,2008,62.0,0.019,19.0
Malaysia,2008,5600.0,0.907,907.0
Namibia,2008,8200.0,,
Niger,2008,4400.0,0.019,19.0
Nigeria,2008,220.0,0.371,371.0
Nicaragua,2008,150.0,0.646,646.0
Netherlands,2008,150.0,2.87,2870.0
Norway,2008,60.0,3.96,3960.0
Nepal,2008,4800.0,,
New Zealand,2008,60.0,2.46,2460.0
Oman,2008,60.0,1.96,1960.0
Pakistan,2008,5200.0,0.721,721.0
Panama,2008,1700.0,1.39,1390.0
Peru,2008,5100.0,,
Philippines,2008,120.0,1.25,1250.0
Papua New Guinea,2008,1800.0,0.047,47.0
Poland,2008,150.0,2.14,2140.0
Portugal,2008,350.0,3.75,3750.0
Qatar,2008,60.0,3.19,3190.0
Romania,2008,600.0,2.44,2440.0
Rwanda,2008,9600.0,0.052,52.0
Sudan,2008,5700.0,0.337,337.0
Senegal,2008,1800.0,0.062,62.0
Singapore,2008,60.0,1.62,1620.0
Sierra Leone,2008,2700.0,0.0155,15.5
El Salvador,2008,350.0,1.9,1900.0
Somalia,2008,3100.0,,
Serbia,2008,60.0,2.84,2840.0
South Sudan,2008,,,
Sao Tome and Principe,2008,60.0,,
Suriname,2008,350.0,,
Slovak Republic,2008,60.0,3.37,3370.0
Slovenia,2008,60.0,2.39,2390.0
Sweden,2008,60.0,3.68,3680.0
Eswatini,2008,8600.0,,
Chad,2008,13.0,,
Togo,2008,8300.0,0.056,56.0
Thailand,2008,28.0,0.313,313.0
Tajikistan,2008,300.0,1.9,1900.0
Trinidad and Tobago,2008,600.0,,
Tunisia,2008,60.0,1.08,1080.0
Turkey,2008,60.0,1.59,1590.0
Tanzania,2008,100.0,,
Uganda,2008,74.0,,
Ukraine,2008,23.0,3.12,3120.0
Uruguay,2008,600.0,3.96,3960.0
USA,2008,19.0,,
Uzbekistan,2008,300.0,2.6,2600.0
Venezuela,2008,3000.0,,
Vietnam,2008,14.0,0.67,670.0
Yemen,2008,1300.0,0.296,296.0
South Africa,2008,380.0,,
Zambia,2008,42.0,0.062,62.0
Zimbabwe,2008,110.0,0.0596,59.6
Afghanistan,2009,350.0,0.22,220.0
Angola,2009,11.0,0.131,131.0
Argentina,2009,2900.0,,
Armenia,2009,350.0,2.7,2700.0
Australia,2009,150.0,3.12,3120.0
Austria,2009,60.0,4.72,4720.0
Azerbaijan,2009,350.0,3.6,3600.0
Burundi,2009,15.0,,
Belgium,2009,60.0,2.92,2920.0
Benin,2009,2700.0,,
Burkina Faso,2009,7100.0,0.043,43.0
Bangladesh,2009,120.0,0.353,353.0
Bulgaria,2009,350.0,3.66,3660.0
Bahamas,2009,350.0,,
Belarus,2009,1000.0,,
Belize,2009,350.0,0.767,767.0
Bolivia,2009,1900.0,,
Brazil,2009,14.0,,
Barbados,2009,60.0,,
Bhutan,2009,60.0,,
Botswana,2009,5800.0,0.338,338.0
Central African Republic,2009,11.0,0.045,45.0
Canada,2009,350.0,,
Switzerland,2009,60.0,3.84,3840.0
China,2009,26.0,1.42,1420.0
Cote d'Ivoire,2009,36.0,,
Cameroon,2009,37.0,0.07,70.0
"Congo, Rep.",2009,5100.0,,
Colombia,2009,11.0,1.62,1620.0
Comoros,2009,60.0,0.199,199.0
Costa Rica,2009,350.0,2.2,2200.0
Cuba,2009,150.0,6.64,6640.0
Czech Republic,2009,60.0,3.58,3580.0
Germany,2009,600.0,3.65,3650.0
Djibouti,2009,1000.0,,
Denmark,2009,60.0,3.65,3650.0
Dominican Republic,2009,2200.0,,
Algeria,2009,600.0,,
Ecuador,2009,2300.0,1.6,1600.0
Egypt,2009,300.0,,
Eritrea,2009,1700.0,0.042,42.0
Spain,2009,1600.0,3.6,3600.0
Estonia,2009,300.0,3.28,3280.0
Finland,2009,60.0,3.77,3770.0
Fiji,2009,60.0,0.413,413.0
France,2009,1300.0,3.39,3390.0
Gabon,2009,2400.0,,
UK,2009,350.0,2.65,2650.0
Georgia,2009,60.0,4.51,4510.0
Ghana,2009,18.0,0.082,82.0
Guinea,2009,4700.0,,
Gambia,2009,600.0,,
Guinea-Bissau,2009,1200.0,0.081,81.0
Equatorial Guinea,2009,600.0,,
Greece,2009,350.0,5.82,5820.0
Guatemala,2009,1700.0,0.908,908.0
Guyana,2009,350.0,0.214,214.0
Honduras,2009,3400.0,,
Croatia,2009,60.0,2.7,2700.0
Haiti,2009,6600.0,,
Hungary,2009,150.0,3.02,3020.0
Indonesia,2009,9400.0,0.143,143.0
India,2009,170.0,,
Ireland,2009,60.0,4.03,4030.0000000000005
Iran,2009,7700.0,,
Iceland,2009,60.0,3.65,3650.0
Israel,2009,60.0,3.53,3530.0
Italy,2009,600.0,3.76,3760.0
Jamaica,2009,2100.0,,
Japan,2009,150.0,,
Kazakhstan,2009,1100.0,3.7,3700.0
Kenya,2009,80.0,0.171,171.0
Kyrgyz Republic,2009,350.0,2.31,2310.0
Cambodia,2009,1800.0,0.237,237.0
South Korea,2009,350.0,1.95,1950.0
Lao,2009,350.0,0.197,197.0
Lebanon,2009,150.0,,
Liberia,2009,3600.0,0.023,23.0
Sri Lanka,2009,350.0,0.671,671.0
Lesotho,2009,14.0,,
Lithuania,2009,60.0,3.83,3830.0
Luxembourg,2009,60.0,2.71,2710.0
Latvia,2009,350.0,3.18,3180.0
Morocco,2009,1200.0,0.645,645.0
Moldova,2009,1100.0,2.61,2610.0
Madagascar,2009,1700.0,0.177,177.0
Maldives,2009,60.0,1.51,1510.0
Mexico,2009,5200.0,2.0,2000.0
Mali,2009,4400.0,0.119,119.0
Malta,2009,60.0,1.9,1900.0
Myanmar,2009,17.0,0.501,501.0
Mongolia,2009,60.0,2.68,2680.0
Mozambique,2009,74.0,0.046,46.0
Mauritania,2009,1200.0,0.134,134.0
Mauritius,2009,600.0,1.15,1150.0
Malawi,2009,55.0,0.019,19.0
Malaysia,2009,5800.0,1.08,1080.0
Namibia,2009,6600.0,,
Niger,2009,4500.0,0.027,27.0
Nigeria,2009,210.0,0.373,373.0
Nicaragua,2009,350.0,0.7,700.0
Netherlands,2009,150.0,2.92,2920.0
Norway,2009,60.0,4.05,4050.0
Nepal,2009,4700.0,,
New Zealand,2009,60.0,2.58,2580.0
Oman,2009,60.0,2.06,2060.0
Pakistan,2009,5800.0,0.734,734.0
Panama,2009,1500.0,1.32,1320.0
Peru,2009,4100.0,0.94,940.0
Philippines,2009,120.0,1.26,1260.0
Papua New Guinea,2009,1400.0,,
Poland,2009,150.0,2.15,2150.0
Portugal,2009,350.0,3.85,3850.0
Qatar,2009,60.0,3.18,3180.0
Romania,2009,600.0,2.46,2460.0
Rwanda,2009,8500.0,0.055,55.0
Sudan,2009,5700.0,,
Senegal,2009,2000.0,,
Singapore,2009,60.0,1.66,1660.0
Sierra Leone,2009,2800.0,,
El Salvador,2009,350.0,,
Somalia,2009,3100.0,,
Serbia,2009,60.0,2.87,2870.0
South Sudan,2009,,,
Sao Tome and Principe,2009,60.0,,
Suriname,2009,350.0,0.683,683.0
Slovak Republic,2009,60.0,3.3,3300.0
Slovenia,2009,60.0,2.4,2400.0
Sweden,2009,60.0,3.75,3750.0
Eswatini,2009,8100.0,0.158,158.0
Chad,2009,11.0,,
Togo,2009,7700.0,,
Thailand,2009,28.0,0.334,334.0
Tajikistan,2009,300.0,1.62,1620.0
Trinidad and Tobago,2009,600.0,1.42,1420.0
Tunisia,2009,60.0,,
Turkey,2009,120.0,1.64,1640.0
Tanzania,2009,96.0,,
Uganda,2009,69.0,,
Ukraine,2009,23.0,3.5,3500.0
Uruguay,2009,600.0,,
USA,2009,19.0,,
Uzbekistan,2009,300.0,2.56,2560.0
Venezuela,2009,3200.0,,
Vietnam,2009,14.0,0.703,703.0
Yemen,2009,1400.0,0.297,297.0
South Africa,2009,340.0,,
Zambia,2009,45.0,0.06,60.0
Zimbabwe,2009,98.0,0.12,120.0
Afghanistan,2010,350.0,0.245,245.0
Angola,2010,,,
Argentina,2010,,,
Armenia,2010,350.0,2.77,2770.0
Australia,2010,150.0,3.36,3360.0
Austria,2010,60.0,4.83,4830.0
Azerbaijan,2010,350.0,3.58,3580.0
Burundi,2010,,0.046,46.0
Belgium,2010,60.0,2.92,2920.0
Benin,2010,,0.054,54.0
Burkina Faso,2010,,0.044,44.0
Bangladesh,2010,,0.362,362.0
Bulgaria,2010,350.0,3.68,3680.0
Bahamas,2010,350.0,,
Belarus,2010,,,
Belize,2010,350.0,,
Bolivia,2010,1700.0,0.431,431.0
